anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL,Source_Clean
37141,Hataraku Saibou,Cells at Work!,はたらく細胞,7.56,['Comedy'],"Inside the human body, roughly 37.2 trillion cells work energetically 24 hours a day and 365 days a year. Fresh out of training, the cheerful and somewhat airheaded Sekkekkyuu AE3803 is ready to take on the ever-so-important task of transporting oxygen. As usual, Hakkekkyuu U-1146 is hard at work patrolling and eliminating foreign bacteria seeking to make the body their new lair. Elsewhere, little platelets are lining up for a new construction project. 

Dealing with wounds and allergies, getting lost on the way to the lungs, and bickering with similar cell types, the daily lives of cells are always hectic as they work together to keep the body healthy!",TV,13.0,"Jul 8, 2018 to Sep 30, 2018",summer 2018,Finished Airing,"Aniplex, Kodansha, Magic Capsule",Aniplex of America,David Production,Manga,23 min per ep,PG-13 - Teens 13 or older,1499.0,310,2265,305582.0,624353,https://cdn.myanimelist.net/images/anime/1141/117446.jpg,Manga
37202,Radiant,Radiant,ラディアン,6.88,"['Action', 'Adventure', 'Fantasy']","Nemeses—powerful and mysterious demonic entities that fall from the sky and vaporize anything they touch. The only ones who can combat these creatures are Sorcerers, those who have survived an encounter with a Nemesis but were infected in the process.

Seth, a Sorcerer from Pompo Hills, sets out on an adventure to exterminate all these Nemeses. Accompanying him are Doc and Mélie, fellow Sorcerers who share his ideal. Their main objective is to bring about a world where Sorcerers are no longer persecuted for being infected, and to that end, desire to destroy the source of the Nemeses themselves: the mythical Radiant.",TV,21.0,"Oct 6, 2018 to Feb 23, 2019",fall 2018,Finished Airing,"Studio Hibari, NHK, NHK Enterprises",Funimation,Lerche,Other,24 min per ep,PG-13 - Teens 13 or older,4472.0,1103,419,76720.0,203105,https://cdn.myanimelist.net/images/anime/1318/95345.jpg,Other
37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,How Not to Summon a Demon Lord,異世界魔王と召喚少女の奴隷魔術,6.86,"['Comedy', 'Fantasy', 'Ecchi']","When it comes to the fantasy MMORPG Cross Reverie, none can match the power of the Demon King Diablo. Possessing the game's rarest artifacts and an unrivaled player level, he overpowers all foolish enough to confront him. But despite his fearsome reputation, Diablo's true identity is Takuma Sakamoto, a shut-in gamer devoid of any social skills. Defeating hopeless challengers day by day, Takuma cares about nothing else but his virtual life—that is, until a summoning spell suddenly transports him to another world where he has Diablo's appearance! 

In this new world resembling his favorite game, Takuma is greeted by the two girls who summoned him: Rem Galeu, a petite Pantherian adventurer, and Shera L. Greenwood, a busty Elf summoner. They perform an Enslavement Ritual in an attempt to subjugate him, but the spell backfires and causes them to become his slaves instead. With the situation now becoming more awkward than ever, Takuma decides to accompany the girls in finding a way to unbind their contract while learning to adapt to his new existence as the menacing Demon King.",TV,12.0,"Jul 5, 2018 to Sep 20, 2018",summer 2018,Finished Airing,"Sotsu, Kodansha, Half H.P Studio, AT-X, KlockWorx, DIVE II Entertainment, 81 Produce, Tokyo MX, Avex Pictures, Q-Tec, Animatic, Eswood",Funimation,Ajia-do,Light novel,23 min per ep,PG-13 - Teens 13 or older,4585.0,272,2460,403677.0,687927,https://cdn.myanimelist.net/images/anime/1649/93412.jpg,Novel
37221,Release the Spyce,Release the Spyce,RELEASE THE SPYCE,6.94,['Action'],"Momo Minamoto is a shy teenager who simply wants to do good in the world. Her dream is to follow in her police officer father's footsteps and support law and order. And just like him, she has a very unique ability: her senses are much more refined than those of any average person. A simple lick will enable her to determine what someone is feeling.

One night, as she admires the landscape, Momo sees suspicious shades moving in the distance. After learning that those shades were spies, she is recruited by their captain Yuki Hanzoumon, a senior at her school. The members of their secret agency, called the Tsukikage, also have the power to gain strength after ingesting spices.

Release the Spyce is an action-packed spy series about the Tsukikage's missions as they fight in the shadows to protect the city from crime while keeping up with their high school life.",TV,12.0,"Oct 7, 2018 to Dec 23, 2018",fall 2018,Finished Airing,"Mainichi Broadcasting System, Pony Canyon, Half H.P Studio, KlockWorx, Good Smile Company, Tablier Communications, Kadokawa, Legs, Hawkeye",Sentai Filmworks,Lay-duce,Original,24 min per ep,PG-13 - Teens 13 or older,4216.0,2410,213,24132.0,70361,https://cdn.myanimelist.net/images/anime/1623/95617.jpg,Original
37259,Hanebado!,Hanebado!,はねバド！,6.85,['Sports'],"After her crushing defeat of 21-0 at the National Junior Badminton Tournament, Nagisa Aragaki's love for her sport begins to distort. Unable to deal with the shame of loss, she starts to terrorize the members of her high school badminton club. Her grueling drills bring some to the verge of tears while others quit the club outright. With the team losing members and new prospects being too terrified to join, the future of the badminton club looks exceptionally grim.

That is, until Kentarou Tachibana joins as the new head coach. Not only is he an Olympic-level player, but he also comes bearing a secret weapon: Ayano Hanesaki, the girl who defeated Nagisa six months ago. However, Ayano is not the rival Nagisa remembers, but a girl with conflicted feelings wanting to distance herself from badminton. With her future in sports now on the line, Nagisa must find a way to face her fears of inadequacy, heal her rival's troubled heart, and bring victory to Kitakomachi High School's badminton club.",TV,13.0,"Jul 2, 2018 to Oct 1, 2018",summer 2018,Finished Airing,"Kodansha, AT-X, Ultra Super Pictures, TOHO animation, Q-Tec, Sammy, BS11, Contents Seed, Toho Music, MediaLink Entertainment Limited",Funimation,LIDENFILMS,Manga,24 min per ep,PG-13 - Teens 13 or older,4641.0,1408,355,72581.0,153064,https://cdn.myanimelist.net/images/anime/1288/93432.jpg,Manga
37283,Beyblade Burst Chouzetsu,Beyblade Burst Turbo,ベイブレードバースト 超ゼツ,6.51,"['Action', 'Adventure', 'Sci-Fi', 'Sports']","Two years after the God Blader's Cup, Valt Aoi battles Aiga Akaba, a ""wild child"" that grew up in nature. After battling, he became inspired to become the No.1 Blader in the world, along with his Beyblade, Z Achilles. He aims to fight strong opponents in an effort to become stronger himself. To defeat Valt Aoi and become the World Champion, Aiga begins his journey.",TV,51.0,"Apr 2, 2018 to Mar 25, 2019",spring 2018,Finished Airing,"TV Tokyo, d-rights",ADK Emotions NY,OLM,Manga,24 min per ep,PG - Children,6299.0,5270,84,7909.0,13972,https://cdn.myanimelist.net/images/anime/1021/91111.jpg,Manga
37338,Chuukan Kanriroku Tonegawa,Mr. Tonegawa: Middle Management Blues,中間管理録トネガワ,7.17,"['Comedy', 'Drama']","Chuukan Kanriroku Tonegawa is a spin-off of the Kaiji series, which follows Tonegawa, the right hand man of Kazutaka Hyoudou, the president of the Teiai Corporation and owner of numerous gambling tournaments. After Hyoudou is getting bored with his life, he orders Tonegawa to organize a so called ""game of death"" as it is his and his subordinate's job to keep the president in a good mood. Tonegawa must cooperate with his subordinates in order to make the president happy and what follows is a humorous story of his interactions with his subordinates and other characters of the Kaiji series.

(Source: MAL News)",TV,24.0,"Jul 4, 2018 to Dec 26, 2018",summer 2018,Finished Airing,"VAP, Half H.P Studio, Nippon Television Network, Nippon Television Music",Sentai Filmworks,Madhouse,Manga,23 min per ep,PG-13 - Teens 13 or older,3179.0,3306,112,13325.0,39693,https://cdn.myanimelist.net/images/anime/1072/93145.jpg,Manga
37345,Plunderer,Plunderer,プランダラ,6.62,"['Action', 'Fantasy', 'Romance', 'Ecchi']","Alcia is a world governed by ""Count"": numbers engraved on a person's body, representing any number related to their life. These Counts determine a person's social status and power in Alcia. If a Count reaches zero, the person is sent to the Abyss, a place rumored to be worse than death.

Hina, a traveler whose Count is based on the distance she traveled, witnessed her mother get dragged down into the Abyss. Determined to fulfill her mother's last wishes, she sets off on a journey in search of the legendary Aces—heroes of the war that happened three hundred years ago, bearing a white star next to their Count.

While wandering around, Hina encounters Licht Bach, a mysterious masked man with negative Count, and Nana, the owner of a tavern. In the midst of having a good time, Hina is tricked into a battle with a military soldier. However, despite his negative count, Licht rescues Hina and reveals that he has another count, one with a white star, one of a legendary Ace.

Plunderer follows the journey of Hina and other inhabitants of Alcia as they discover the truth about their world, the Abyss, and the legendary Aces.",TV,24.0,"Jan 9, 2020 to Jun 25, 2020",winter 2020,Finished Airing,"Half H.P Studio, Nippon Columbia, 81 Produce, Docomo Anime Store, Kadokawa Media House, Kadokawa",Funimation,Geek Toys,Manga,22 min per ep,PG-13 - Teens 13 or older,5751.0,536,1399,168812.0,398090,https://cdn.myanimelist.net/images/anime/1534/104784.jpg,Manga
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Is It Wrong to Try to Pick Up Girls in a Dungeon? II,ダンジョンに出会いを求めるのは間違っているだろうかII,7.23,"['Action', 'Adventure', 'Fantasy']","It is business as usual in the massive city of Orario, where legions of adventurers gather to explore the monster-infested ""Dungeon."" Among them is the easily flustered yet brave Bell Cranel, the sole member of the Hestia Familia. With the help of his demi-human supporter Liliruca Arde and competent blacksmith Welf Crozzo, Bell has earned the title of Little Rookie by becoming Orario's fastest-growing adventurer thanks to his endeavors within the deeper levels of the Dungeon.

Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II continues Bell's adventures as he tries to bring glory to his goddess and protect those he cares about. However, various familias and gods across the city begin to take notice of his achievements and attempt to add him to their ranks.",TV,12.0,"Jul 13, 2019 to Sep 28, 2019",summer 2019,Finished Airing,"Genco, Movic, Warner Bros. Japan, KlockWorx, SoftBank Creative, Hakuhodo DY Music & Pictures, Egg Firm, FuRyu, GREE",Sentai Filmworks,J.C.Staff,Light novel,24 min per ep,PG-13 - Teens 13 or older,2871.0,226,2031,444053.0,774216,https://cdn.myanimelist.net/images/anime/1730/101329.jpg,Novel
37349,Goblin Slayer,Goblin Slayer,ゴブリンスレイヤー,7.42,"['Action', 'Adventure', 'Fantasy']","Goblins are known for their ferocity, cunning, and rapid reproduction, but their reputation as the lowliest of monsters causes their threat to be overlooked. Raiding rural civilizations to kidnap females of other species for breeding, these vile creatures are free to continue their onslaught as adventurers turn a blind eye in favor of more rewarding assignments with larger bounties.

To commemorate her first day as a Porcelain-ranked adventurer, the 15-year-old Priestess joins a band of young, enthusiastic rookies to investigate a tribe of goblins responsible for the disappearance of several village women. Unprepared and inexperienced, the group soon faces its inevitable demise from an ambush while exploring a cave. With no one else left standing, the terrified Priestess accepts her fate—until the Goblin Slayer unexpectedly appears to not only rescue her with little effort, but destroy the entire goblin nest. 

As a holder of the prestigious Silver rank, the Goblin Slayer allows her to accompany him as he assists the Adventurer's Guild in all goblin-related matters. Together with the Priestess, High Elf, Dwarf, and Lizardman, the armored warrior will not rest until every single goblin in the frontier lands has been eradicated for good.",TV,12.0,"Oct 7, 2018 to Dec 30, 2018",fall 2018,Finished Airing,"Sony Pictures Entertainment, Frontier Works, AT-X, SoftBank Creative, Bushiroad, Hakuhodo DY Music & Pictures, Good Smile Film, Artist Management Office",Funimation,White Fox,Light novel,23 min per ep,R - 17+ (violence & profanity),2013.0,133,6984,627847.0,1048766,https://cdn.myanimelist.net/images/anime/1719/95621.jpg,Novel
